id,title,created_at,duration,url
533287340,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 1 - Group B - ESL One Birmingham 2019,2020-01-09T14:04:10Z,2m57s,https://www.twitch.tv/videos/533287340
533276913,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 2 - Group A - ESL One Birmingham 2019,2020-01-09T13:26:34Z,32m0s,https://www.twitch.tv/videos/533276913
533270947,RERUN: Dota2 - Ninjas in Pyjamas vs. Vici Gaming - Game 2 - Group A - ESL One Birmigham 2019,2020-01-09T13:03:13Z,22m17s,https://www.twitch.tv/videos/533270947
531823344,RERUN: Dota2 - Vici Gaming vs. TNC Predator - Game 2 - Group A - ESL One Birmigham 2019,2020-01-06T12:46:58Z,9h7m4s,https://www.twitch.tv/videos/531823344
524776475,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 2 - Group B - ESL One Birmingham 2019,2019-12-22T06:00:10Z,5m47s,https://www.twitch.tv/videos/524776475
524768313,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 2 - Group A - ESL One Birmingham 2019,2019-12-22T05:28:14Z,27m8s,https://www.twitch.tv/videos/524768313
524767334,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 2 - Group A - ESL One Birmingham 2019,2019-12-22T05:24:17Z,3m2s,https://www.twitch.tv/videos/524767334
524740465,RERUN: Dota2 - Keen Gaming vs. Alliance - Game 2 - Group B - ESL One Birmingham 2019,2019-12-22T03:52:12Z,1h30m50s,https://www.twitch.tv/videos/524740465
523857286,RERUN: Dota2 - Vikin.gg vs. beastcoast - Game 1 - Group A - ESL One Hamburg 2019,2019-12-20T03:51:57Z,47h58m53s,https://www.twitch.tv/videos/523857286
523014973,RERUN: Dota2 - Team Liquid vs. Gambit Esports - Game 3 - Lower Bracket - ESL One Birmingham 2019,2019-12-18T03:51:46Z,47h56m56s,https://www.twitch.tv/videos/523014973
522699511,RERUN: Dota2 - Team Liquid vs. OG - Game 2 - Group A - ESL One Birmingham 2019,2019-12-17T13:37:09Z,14h4m47s,https://www.twitch.tv/videos/522699511
521449029,RERUN: Dota2 - Vikin.gg vs. beastcoast - Game 2 - Group A - ESL One Hamburg 2019,2019-12-14T18:07:39Z,12h5m26s,https://www.twitch.tv/videos/521449029
